City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
254,Bilma,NE,2021-01-26 01:37:58,18.6853,12.9164,57.31,28,23,5.28
255,Flinders,AU,2021-01-26 01:33:28,-34.5833,150.8552,98.01,42,85,3.0
256,Haines Junction,CA,2021-01-26 01:32:58,60.7522,-137.5108,6.8,85,100,1.14
257,Westport,US,2021-01-26 01:37:02,41.1415,-73.3579,33.01,43,1,9.22
258,Barisal,BD,2021-01-26 01:37:58,22.7019,90.3711,65.73,50,0,3.91
259,Boa Vista,BR,2021-01-26 01:34:30,2.8197,-60.6733,78.8,65,0,5.75
260,Abalak,RU,2021-01-26 01:37:59,58.1286,68.5944,1.09,94,100,6.98
261,Elko,US,2021-01-26 01:37:59,41.0002,-115.5012,28.4,80,90,8.05
262,Tual,ID,2021-01-26 01:37:59,-5.6667,132.75,83.93,75,100,21.0
263,Bela,IN,2021-01-26 01:37:59,25.9333,81.9833,49.46,75,0,3.49
264,Arman,RU,2021-01-26 01:37:59,59.7,150.1667,-4.83,81,100,12.55
265,Kropotkin,RU,2021-01-26 01:37:59,45.4375,40.5756,41.0,70,100,14.2
266,Vila,PT,2021-01-26 01:37:59,42.0304,-8.1588,53.01,96,100,5.08
267,Qandala,SO,2021-01-26 01:38:00,11.472,49.8728,70.54,66,2,5.41
268,San Benito,US,2021-01-26 01:38:00,36.6166,-121.0844,37.99,59,8,5.01
269,Rosetta,EG,2021-01-26 01:38:00,31.4044,30.4164,50.0,93,0,3.44
270,Marsa Matruh,EG,2021-01-26 01:36:01,31.3525,27.2453,53.6,47,0,12.66
271,Vysokogornyy,RU,2021-01-26 01:38:00,50.1167,139.15,-0.26,83,100,4.36
272,Yulara,AU,2021-01-26 01:36:39,-25.2406,130.9889,93.2,36,0,4.61
273,Alexandria,EG,2021-01-26 01:38:00,31.2156,29.9553,50.0,93,0,3.44
274,Srednekolymsk,RU,2021-01-26 01:33:24,67.45,153.6833,-37.88,80,48,2.75
275,Ust-Kut,RU,2021-01-26 01:38:00,56.7938,105.7672,-15.16,86,100,2.98
276,Sulangan,PH,2021-01-26 01:38:01,11.1373,123.7228,78.66,73,46,8.9
277,Bonneville,FR,2021-01-26 01:38:01,46.0802,6.4073,32.0,93,75,3.44
278,Roald,NO,2021-01-26 01:38:01,62.5833,6.1333,33.8,93,90,8.05
279,Orbetello,IT,2021-01-26 01:38:01,42.4408,11.2196,46.4,81,0,4.61
